index,case_key,opinion_label
5050,a3232,majority
5051,a3232,dissent1
5052,a3232,majority
5053,a3232,dissent2
5054,a3233,majority
5055,a3233,dissent1
5056,a3234,majority
5057,a3234,dissent1
5058,a3235,majority
5059,a3235,dissent1
5060,a3235,majority
5061,a3235,dissent2
5062,a3236,majority
5063,a3236,dissent1
5064,a3237,majority
5065,a3237,dissent1
5066,a3238,majority
5067,a3238,dissent1
5068,a3246,majority
5069,a3246,dissent1
5070,a3246,majority
5071,a3246,dissent2
5072,a3247,majority
5073,a3247,dissent1
5074,a3247,majority
5075,a3247,dissent2
5076,a3247,majority
5077,a3247,dissent3
5078,a3249,majority
5079,a3249,dissent1
5080,a3249,majority
5081,a3249,dissent2
5082,a3250,majority
5083,a3250,dissent1
5084,a3254,majority
5085,a3254,dissent1
5086,a3254,majority
5087,a3254,dissent2
5088,a3256,majority
5089,a3256,dissent1
5090,a3256,majority
5091,a3256,dissent2
5092,a3257,majority
5093,a3257,dissent1
5094,a3257,majority
5095,a3257,dissent2
5096,a3258,majority
5097,a3258,dissent1
5098,a3258,majority
5099,a3258,dissent2
5100,a3259,majority
5101,a3259,dissent1
5102,a3260,majority
5103,a3260,dissent1
5104,a3261,majority
5105,a3261,dissent1
5106,a3263,majority
5107,a3263,dissent1
5108,a3264,majority
5109,a3264,dissent1
5110,a3264,majority
5111,a3264,dissent2
5112,a3265,majority
5113,a3265,dissent1
5114,a3266,majority
5115,a3266,dissent1
5116,a3267,majority
5117,a3267,dissent1
5118,a3269,majority
5119,a3269,dissent1
5120,a3283,majority
5121,a3283,dissent1
5122,a3284,majority
5123,a3284,dissent1
5124,a3284,majority
5125,a3284,dissent2
5126,a3285,majority
5127,a3285,dissent1
5128,a3286,majority
5129,a3286,dissent1
5130,a3287,majority
5131,a3287,dissent1
5132,a3288,majority
5133,a3288,dissent1
5134,a3289,majority
5135,a3289,dissent1
5136,a3290,majority
5137,a3290,dissent1
5138,a3291,majority
5139,a3291,dissent1
5140,a3292,majority
5141,a3292,dissent1
5142,a3293,majority
5143,a3293,dissent1
5144,a3294,majority
5145,a3294,dissent1
5146,a3295,majority
5147,a3295,dissent1
5148,a3296,majority
5149,a3296,dissent1
5150,a3297,majority
5151,a3297,dissent1
5152,a3298,majority
5153,a3298,dissent1
5154,a3300,majority
5155,a3300,dissent1
5156,a3301,majority
5157,a3301,dissent1
5158,a3302,majority
5159,a3302,dissent1
5160,a3306,majority
5161,a3306,dissent1
5162,a3306,majority
5163,a3306,dissent2
5164,a3307,majority
5165,a3307,dissent1
5166,a3308,majority
5167,a3308,dissent1
5168,a3309,majority
5169,a3309,dissent1
5170,a3310,majority
5171,a3310,dissent1
5172,a3312,majority
5173,a3312,dissent1
5174,a3313,majority
5175,a3313,dissent1
5176,a3313,majority
5177,a3313,dissent2
5178,a3314,majority
5179,a3314,dissent1
5180,a3314,majority
5181,a3314,dissent2
5182,a3315,majority
5183,a3315,dissent1
5184,a3316,majority
5185,a3316,dissent1
5186,a3317,majority
5187,a3317,dissent1
5188,a3317,majority
5189,a3317,dissent2
5190,a3317,majority
5191,a3317,dissent3
5192,a3317,majority
5193,a3317,dissent4
5194,a3318,majority
5195,a3318,dissent1
5196,a3319,majority
5197,a3319,dissent1
5198,a3321,majority
5199,a3321,dissent1
5200,a3321,majority
5201,a3321,dissent2
5202,a3322,majority
5203,a3322,dissent1
5204,a3323,majority
5205,a3323,dissent1
5206,a3324,majority
5207,a3324,dissent1
5208,a3324,majority
5209,a3324,dissent2
5210,a3326,majority
5211,a3326,dissent1
5212,a3327,majority
5213,a3327,dissent1
5214,a3328,majority
5215,a3328,dissent1
5216,a3329,majority
5217,a3329,dissent1
5218,a3330,majority
5219,a3330,dissent1
5220,a3331,majority
5221,a3331,dissent1
5222,a3332,majority
5223,a3332,dissent1
5224,a3332,majority
5225,a3332,dissent2
5226,a3333,majority
5227,a3333,dissent1
5228,a3335,majority
5229,a3335,dissent1
5230,a3335,majority
5231,a3335,dissent2
5232,a3336,majority
5233,a3336,dissent1
5234,a3337,majority
5235,a3337,dissent1
5236,a3338,majority
5237,a3338,dissent1
5238,a3341,majority
5239,a3341,dissent1
5240,a3344,majority
5241,a3344,dissent1
5242,a3345,majority
5243,a3345,dissent1
5244,a3346,majority
5245,a3346,dissent1
5246,a3346,majority
5247,a3346,dissent2
5248,a3347,majority
5249,a3347,dissent1
5250,a3349,majority
5251,a3349,dissent1
5252,a3377,majority
5253,a3377,dissent1
5254,a3386,majority
5255,a3386,dissent1
5256,a3388,majority
5257,a3388,dissent1
5258,a3389,majority
5259,a3389,dissent1
5260,a3390,majority
5261,a3390,dissent1
5262,a3391,majority
5263,a3391,dissent1
5264,a3392,majority
5265,a3392,dissent1
5266,a3393,majority
5267,a3393,dissent1
5268,a3394,majority
5269,a3394,dissent1
5270,a3396,majority
5271,a3396,dissent1
5272,a3398,majority
5273,a3398,dissent1
5274,a3400,majority
5275,a3400,dissent1
5276,a3400,majority
5277,a3400,dissent2
5278,a3401,majority
5279,a3401,dissent1
5280,a3402,majority
5281,a3402,dissent1
5282,a3403,majority
5283,a3403,dissent1
5284,a3404,majority
5285,a3404,dissent1
5286,a3405,majority
5287,a3405,dissent1
5288,a3406,majority
5289,a3406,dissent1
5290,a3407,majority
5291,a3407,dissent1
5292,a3408,majority
5293,a3408,dissent1
5294,a3426,majority
5295,a3426,dissent1
5296,a3428,majority
5297,a3428,dissent1
5298,a3430,majority
5299,a3430,dissent1
5300,a3431,majority
5301,a3431,dissent1
5302,a3432,majority
5303,a3432,dissent1
5304,a3433,majority
5305,a3433,dissent1
5306,a3435,majority
5307,a3435,dissent1
5308,a3436,majority
5309,a3436,dissent1
5310,a3438,majority
5311,a3438,dissent1
5312,a3439,majority
5313,a3439,dissent1
5314,a3442,majority
5315,a3442,dissent1
5316,a3444,majority
5317,a3444,dissent1
5318,a3445,majority
5319,a3445,dissent1
5320,a3446,majority
5321,a3446,dissent1
5322,a3448,majority
5323,a3448,dissent1
5324,a3449,majority
5325,a3449,dissent1
5326,a3449,majority
5327,a3449,dissent2
5328,a3451,majority
5329,a3451,dissent1
5330,a3472,majority
5331,a3472,dissent1
5332,a3472,majority
5333,a3472,dissent2
5334,a3473,majority
5335,a3473,dissent1
5336,a3474,majority
5337,a3474,dissent1
5338,a3475,majority
5339,a3475,dissent1
5340,a3476,majority
5341,a3476,dissent1
5342,a3477,majority
5343,a3477,dissent1
5344,a3478,majority
5345,a3478,dissent1
5346,a3480,majority
5347,a3480,dissent1
5348,a3481,majority
5349,a3481,dissent1
5350,a3483,majority
5351,a3483,dissent1
5352,a3484,majority
5353,a3484,dissent1
5354,a3485,majority
5355,a3485,dissent1
5356,a3485,majority
5357,a3485,dissent2
5358,a3486,majority
5359,a3486,dissent1
5360,a3487,majority
5361,a3487,dissent1
5362,a3488,majority
5363,a3488,dissent1
5364,a3488,majority
5365,a3488,dissent2
5366,a3490,majority
5367,a3490,dissent1
5368,a3491,majority
5369,a3491,dissent1
5370,a3492,majority
5371,a3492,dissent1
5372,a3503,majority
5373,a3503,dissent1
5374,a3504,majority
5375,a3504,dissent1
5376,a3504,majority
5377,a3504,dissent2
5378,a3505,majority
5379,a3505,dissent1
5380,a3505,majority
5381,a3505,dissent2
5382,a3506,majority
5383,a3506,dissent1
5384,a3507,majority
5385,a3507,dissent1
5386,a3508,majority
5387,a3508,dissent1
5388,a3509,majority
5389,a3509,dissent1
5390,a3510,majority
5391,a3510,dissent1
5392,a3511,majority
5393,a3511,dissent1
5394,a3512,majority
5395,a3512,dissent1
5396,a3513,majority
5397,a3513,dissent1
5398,a3513,majority
5399,a3513,dissent2
5400,a3514,majority
5401,a3514,dissent1
5402,a3514,majority
5403,a3514,dissent2
5404,a3514,majority
5405,a3514,dissent3
5406,a3515,majority
5407,a3515,dissent1
5408,a3515,majority
5409,a3515,dissent2
5410,a3517,majority
5411,a3517,dissent1
5412,a3517,majority
5413,a3517,dissent2
5414,a3517,majority
5415,a3517,dissent3
5416,a3518,majority
5417,a3518,dissent1
5418,a3518,majority
5419,a3518,dissent2
5420,a3519,majority
5421,a3519,dissent1
5422,a3525,majority
5423,a3525,dissent1
5424,a3526,majority
5425,a3526,dissent1
5426,a3526,majority
5427,a3526,dissent2
5428,a3527,majority
5429,a3527,dissent1
5430,a3529,majority
5431,a3529,dissent1
5432,a3529,majority
5433,a3529,dissent2
5434,a3530,majority
5435,a3530,dissent1
5436,a3531,majority
5437,a3531,dissent1
5438,a3531,majority
5439,a3531,dissent2
5440,a3535,majority
5441,a3535,dissent1
5442,a3536,majority
5443,a3536,dissent1
5444,a3537,majority
5445,a3537,dissent1
5446,a3538,majority
5447,a3538,dissent1
5448,a3539,majority
5449,a3539,dissent1
5450,a3540,majority
5451,a3540,dissent1
5452,a3541,majority
5453,a3541,dissent1
5454,a3542,majority
5455,a3542,dissent1
5456,a3543,majority
5457,a3543,dissent1
5458,a3546,majority
5459,a3546,dissent1
5460,a3546,majority
5461,a3546,dissent2
5462,a3547,majority
5463,a3547,dissent1
5464,a3548,majority
5465,a3548,dissent1
5466,a3548,majority
5467,a3548,dissent2
5468,a3549,majority
5469,a3549,dissent1
5470,a3553,majority
5471,a3553,dissent1
5472,a3564,majority
5473,a3564,dissent1
5474,a3564,majority
5475,a3564,dissent2
5476,a3578,majority
5477,a3578,dissent1
5478,a3592,majority
5479,a3592,dissent1
5480,a3593,majority
5481,a3593,dissent1
5482,a3594,majority
5483,a3594,dissent1
5484,a3595,majority
5485,a3595,dissent1
5486,a3596,majority
5487,a3596,dissent1
5488,a3597,majority
5489,a3597,dissent1
5490,a3598,majority
5491,a3598,dissent1
5492,a3599,majority
5493,a3599,dissent1
5494,a3601,majority
5495,a3601,dissent1
5496,a3603,majority
5497,a3603,dissent1
5498,a3607,majority
5499,a3607,dissent1
5500,a3611,majority
5501,a3611,dissent1
5502,a3613,majority
5503,a3613,dissent1
5504,a3614,majority
5505,a3614,dissent1
5506,a3615,majority
5507,a3615,dissent1
5508,a3615,majority
5509,a3615,dissent2
5510,a3616,majority
5511,a3616,dissent1
5512,a3617,majority
5513,a3617,dissent1
5514,a3618,majority
5515,a3618,dissent1
5516,a3620,majority
5517,a3620,dissent1
5518,a3630,majority
5519,a3630,dissent1
5520,a3633,majority
5521,a3633,dissent1
5522,a3635,majority
5523,a3635,dissent1
5524,a3635,majority
5525,a3635,dissent2
5526,a3637,majority
5527,a3637,dissent1
5528,a3638,majority
5529,a3638,dissent1
5530,a3639,majority
5531,a3639,dissent1
5532,a3639,majority
5533,a3639,dissent2
5534,a3640,majority
5535,a3640,dissent1
5536,a3641,majority
5537,a3641,dissent1
5538,a3642,majority
5539,a3642,dissent1
5540,a3643,majority
5541,a3643,dissent1
5542,a3643,majority
5543,a3643,dissent2
5544,a3645,majority
5545,a3645,dissent1
5546,a3646,majority
5547,a3646,dissent1
5548,a3646,majority
5549,a3646,dissent2
5550,a3647,majority
5551,a3647,dissent1
5552,a3648,majority
5553,a3648,dissent1
5554,a3650,majority
5555,a3650,dissent1
5556,a3650,majority
5557,a3650,dissent2
5558,a3654,majority
5559,a3654,dissent1
5560,a3654,majority
5561,a3654,dissent2
5562,a3671,majority
5563,a3671,dissent1
5564,a3672,majority
5565,a3672,dissent1
5566,a3673,majority
5567,a3673,dissent1
5568,a3674,majority
5569,a3674,dissent1
5570,a3675,majority
5571,a3675,dissent1
5572,a3677,majority
5573,a3677,dissent1
5574,a3678,majority
5575,a3678,dissent1
5576,a3679,majority
5577,a3679,dissent1
5578,a3680,majority
5579,a3680,dissent1
5580,a3683,majority
5581,a3683,dissent1
5582,a3684,majority
5583,a3684,dissent1
5584,a3685,majority
5585,a3685,dissent1
5586,a3687,majority
5587,a3687,dissent1
5588,a3688,majority
5589,a3688,dissent1
5590,a3688,majority
5591,a3688,dissent2
5592,a3689,majority
5593,a3689,dissent1
5594,a3690,majority
5595,a3690,dissent1
5596,a3691,majority
5597,a3691,dissent1
5598,a3692,majority
5599,a3692,dissent1
5600,a3693,majority
5601,a3693,dissent1
5602,a3694,majority
5603,a3694,dissent1
5604,a3695,majority
5605,a3695,dissent1
5606,a3696,majority
5607,a3696,dissent1
5608,a3697,majority
5609,a3697,dissent1
5610,a3698,majority
5611,a3698,dissent1
5612,a3699,majority
5613,a3699,dissent1
5614,a3700,majority
5615,a3700,dissent1
5616,a3701,majority
5617,a3701,dissent1
5618,a3702,majority
5619,a3702,dissent1
5620,a3703,majority
5621,a3703,dissent1
5622,a3704,majority
5623,a3704,dissent1
5624,a3704,majority
5625,a3704,dissent2
5626,a3705,majority
5627,a3705,dissent1
5628,a3706,majority
5629,a3706,dissent1
5630,a3707,majority
5631,a3707,dissent1
5632,a3708,majority
5633,a3708,dissent1
5634,a3709,majority
5635,a3709,dissent1
5636,a3710,majority
5637,a3710,dissent1
5638,a3710,majority
5639,a3710,dissent2
5640,a3711,majority
5641,a3711,dissent1
5642,a3712,majority
5643,a3712,dissent1
5644,a3713,majority
5645,a3713,dissent1
5646,a3714,majority
5647,a3714,dissent1
5648,a3715,majority
5649,a3715,dissent1
5650,a3716,majority
5651,a3716,dissent1
5652,a3717,majority
5653,a3717,dissent1
5654,a3718,majority
5655,a3718,dissent1
5656,a3720,majority
5657,a3720,dissent1
5658,a3720,majority
5659,a3720,dissent2
5660,a3723,majority
5661,a3723,dissent1
5662,a3723,majority
5663,a3723,dissent2
5664,a3723,majority
5665,a3723,dissent3
5666,a3725,majority
5667,a3725,dissent1
5668,a3726,majority
5669,a3726,dissent1
5670,a3727,majority
5671,a3727,dissent1
5672,a3728,majority
5673,a3728,dissent1
5674,a3729,majority
5675,a3729,dissent1
5676,a3733,majority
5677,a3733,dissent1
5678,a3734,majority
5679,a3734,dissent1
5680,a3736,majority
5681,a3736,dissent1
5682,a3737,majority
5683,a3737,dissent1
5684,a3740,majority
5685,a3740,dissent1
5686,a3741,majority
5687,a3741,dissent1
5688,a3742,majority
5689,a3742,dissent1
5690,a3744,majority
5691,a3744,dissent1
5692,a3745,majority
5693,a3745,dissent1
5694,a3746,majority
5695,a3746,dissent1
5696,a3747,majority
5697,a3747,dissent1
5698,a3748,majority
5699,a3748,dissent1
5700,a3750,majority
5701,a3750,dissent1
5702,a3750,majority
5703,a3750,dissent2
5704,a3751,majority
5705,a3751,dissent1
5706,a3752,majority
5707,a3752,dissent1
5708,a3753,majority
5709,a3753,dissent1
5710,a3754,majority
5711,a3754,dissent1
5712,a3766,majority
5713,a3766,dissent1
5714,a3784,majority
5715,a3784,dissent1
5716,a3787,majority
5717,a3787,dissent1
5718,a3788,majority
5719,a3788,dissent1
5720,a3808,majority
5721,a3808,dissent1
5722,a3809,majority
5723,a3809,dissent1
5724,a3810,majority
5725,a3810,dissent1
5726,a3810,majority
5727,a3810,dissent2
5728,a3811,majority
5729,a3811,dissent1
5730,a3813,majority
5731,a3813,dissent1
5732,a3813,majority
5733,a3813,dissent2
5734,a3814,majority
5735,a3814,dissent1
5736,a3816,majority
5737,a3816,dissent1
5738,a3819,majority
5739,a3819,dissent1
5740,a3819,majority
5741,a3819,dissent2
5742,a3819,majority
5743,a3819,dissent3
5744,a3820,majority
5745,a3820,dissent1
5746,a3821,majority
5747,a3821,dissent1
5748,a3822,majority
5749,a3822,dissent1
5750,a3822,majority
5751,a3822,dissent2
5752,a3823,majority
5753,a3823,dissent1
5754,a3825,majority
5755,a3825,dissent1
5756,a3827,majority
5757,a3827,dissent1
5758,a3830,majority
5759,a3830,dissent1
5760,a3832,majority
5761,a3832,dissent1
5762,a3846,majority
5763,a3846,dissent1
5764,a3846,majority
5765,a3846,dissent2
5766,a3847,majority
5767,a3847,dissent1
5768,a3848,majority
5769,a3848,dissent1
5770,a3849,majority
5771,a3849,dissent1
5772,a3851,majority
5773,a3851,dissent1
5774,a3852,majority
5775,a3852,dissent1
5776,a3853,majority
5777,a3853,dissent1
5778,a3855,majority
5779,a3855,dissent1
5780,a3856,majority
5781,a3856,dissent1
5782,a3857,majority
5783,a3857,dissent1
5784,a3862,majority
5785,a3862,dissent1
5786,a3863,majority
5787,a3863,dissent1
5788,a3864,majority
5789,a3864,dissent1
5790,a3878,majority
5791,a3878,dissent1
5792,a3878,majority
5793,a3878,dissent2
5794,a3879,majority
5795,a3879,dissent1
5796,a3879,majority
5797,a3879,dissent2
5798,a3880,majority
5799,a3880,dissent1
5800,a3881,majority
5801,a3881,dissent1
5802,a3881,majority
5803,a3881,dissent2
5804,a3882,majority
5805,a3882,dissent1
5806,a3882,majority
5807,a3882,dissent2
5808,a3884,majority
5809,a3884,dissent1
5810,a3887,majority
5811,a3887,dissent1
5812,a3889,majority
5813,a3889,dissent1
5814,a3890,majority
5815,a3890,dissent1
5816,a3894,majority
5817,a3894,dissent1
5818,a3895,majority
5819,a3895,dissent1
5820,a3897,majority
5821,a3897,dissent1
5822,a3897,majority
5823,a3897,dissent2
5824,a3898,majority
5825,a3898,dissent1
5826,a3899,majority
5827,a3899,dissent1
5828,a3900,majority
5829,a3900,dissent1
5830,a3901,majority
5831,a3901,dissent1
5832,a3901,majority
5833,a3901,dissent2
5834,a3902,majority
5835,a3902,dissent1
5836,a3903,majority
5837,a3903,dissent1
5838,a3914,majority
5839,a3914,dissent1
5840,a3915,majority
5841,a3915,dissent1
5842,a3917,majority
5843,a3917,dissent1
5844,a3918,majority
5845,a3918,dissent1
5846,a3919,majority
5847,a3919,dissent1
5848,a3920,majority
5849,a3920,dissent1
5850,a3920,majority
5851,a3920,dissent2
5852,a3921,majority
5853,a3921,dissent1
5854,a3922,majority
5855,a3922,dissent1
5856,a3923,majority
5857,a3923,dissent1
5858,a3924,majority
5859,a3924,dissent1
5860,a3925,majority
5861,a3925,dissent1
5862,a3925,majority
5863,a3925,dissent2
5864,a3926,majority
5865,a3926,dissent1
5866,a3926,majority
5867,a3926,dissent2
5868,a3927,majority
5869,a3927,dissent1
5870,a3928,majority
5871,a3928,dissent1
5872,a3929,majority
5873,a3929,dissent1
5874,a3930,majority
5875,a3930,dissent1
5876,a3931,majority
5877,a3931,dissent1
5878,a3931,majority
5879,a3931,dissent2
5880,a3932,majority
5881,a3932,dissent1
5882,a3932,majority
5883,a3932,dissent2
5884,a3933,majority
5885,a3933,dissent1
5886,a3934,majority
5887,a3934,dissent1
5888,a3935,majority
5889,a3935,dissent1
5890,a3935,majority
5891,a3935,dissent2
5892,a3936,majority
5893,a3936,dissent1
5894,a3936,majority
5895,a3936,dissent2
5896,a3937,majority
5897,a3937,dissent1
5898,a3937,majority
5899,a3937,dissent2
5900,a3937,majority
5901,a3937,dissent3
5902,a3940,majority
5903,a3940,dissent1
5904,a3941,majority
5905,a3941,dissent1
5906,a3943,majority
5907,a3943,dissent1
5908,a3949,majority
5909,a3949,dissent1
5910,a3949,majority
5911,a3949,dissent2
5912,a3950,majority
5913,a3950,dissent1
5914,a3951,majority
5915,a3951,dissent1
5916,a3951,majority
5917,a3951,dissent2
5918,a3952,majority
5919,a3952,dissent1
5920,a3952,majority
5921,a3952,dissent2
5922,a3953,majority
5923,a3953,dissent1
5924,a3954,majority
5925,a3954,dissent1
5926,a3955,majority
5927,a3955,dissent1
5928,a3955,majority
5929,a3955,dissent2
5930,a3957,majority
5931,a3957,dissent1
5932,a3957,majority
5933,a3957,dissent2
5934,a3958,majority
5935,a3958,dissent1
5936,a3959,majority
5937,a3959,dissent1
5938,a3960,majority
5939,a3960,dissent1
5940,a3960,majority
5941,a3960,dissent2
5942,a3960,majority
5943,a3960,dissent3
5944,a3961,majority
5945,a3961,dissent1
5946,a3962,majority
5947,a3962,dissent1
5948,a4010,majority
5949,a4010,dissent1
5950,a4011,majority
5951,a4011,dissent1
5952,a4013,majority
5953,a4013,dissent1
5954,a4013,majority
5955,a4013,dissent2
5956,a4014,majority
5957,a4014,dissent1
5958,a4015,majority
5959,a4015,dissent1
5960,a4016,majority
5961,a4016,dissent1
5962,a4017,majority
5963,a4017,dissent1
5964,a4017,majority
5965,a4017,dissent2
5966,a4019,majority
5967,a4019,dissent1
5968,a4021,majority
5969,a4021,dissent1
5970,a4022,majority
5971,a4022,dissent1
5972,a4026,majority
5973,a4026,dissent1
5974,a4027,majority
5975,a4027,dissent1
5976,a4027,majority
5977,a4027,dissent2
5978,a4030,majority
5979,a4030,dissent1
5980,a4031,majority
5981,a4031,dissent1
5982,a4038,majority
5983,a4038,dissent1
5984,a4042,majority
5985,a4042,dissent1
5986,a4055,majority
5987,a4055,dissent1
5988,a4057,majority
5989,a4057,dissent1
5990,a4058,majority
5991,a4058,dissent1
5992,a4059,majority
5993,a4059,dissent1
5994,a4061,majority
5995,a4061,dissent1
5996,a4063,majority
5997,a4063,dissent1
5998,a4064,majority
5999,a4064,dissent1
6000,a4066,majority
6001,a4066,dissent1
6002,a4066,majority
6003,a4066,dissent2
6004,a4067,majority
6005,a4067,dissent1
6006,a4068,majority
6007,a4068,dissent1
6008,a4070,majority
6009,a4070,dissent1
6010,a4072,majority
6011,a4072,dissent1
6012,a4073,majority
6013,a4073,dissent1
6014,a4101,majority
6015,a4101,dissent1
6016,a4102,majority
6017,a4102,dissent1
6018,a4103,majority
6019,a4103,dissent1
6020,a4104,majority
6021,a4104,dissent1
6022,a4105,majority
6023,a4105,dissent1
6024,a4106,majority
6025,a4106,dissent1
6026,a4107,majority
6027,a4107,dissent1
6028,a4108,majority
6029,a4108,dissent1
6030,a4109,majority
6031,a4109,dissent1
6032,a4110,majority
6033,a4110,dissent1
6034,a4111,majority
6035,a4111,dissent1
6036,a4112,majority
6037,a4112,dissent1
6038,a4114,majority
6039,a4114,dissent1
6040,a4115,majority
6041,a4115,dissent1
6042,a4116,majority
6043,a4116,dissent1
6044,a4117,majority
6045,a4117,dissent1
6046,a4118,majority
6047,a4118,dissent1
6048,a4119,majority
6049,a4119,dissent1
6050,a4122,majority
6051,a4122,dissent1
6052,a4123,majority
6053,a4123,dissent1
6054,a4125,majority
6055,a4125,dissent1
6056,a4142,majority
6057,a4142,dissent1
6058,a4143,majority
6059,a4143,dissent1
6060,a4143,majority
6061,a4143,dissent2
6062,a4145,majority
6063,a4145,dissent1
6064,a4146,majority
6065,a4146,dissent1
6066,a4147,majority
6067,a4147,dissent1
6068,a4149,majority
6069,a4149,dissent1
6070,a4149,majority
6071,a4149,dissent2
6072,a4150,majority
6073,a4150,dissent1
6074,a4151,majority
6075,a4151,dissent1
6076,a4152,majority
6077,a4152,dissent1
6078,a4153,majority
6079,a4153,dissent1
6080,a4153,majority
6081,a4153,dissent2
6082,a4154,majority
6083,a4154,dissent1
6084,a4154,majority
6085,a4154,dissent2
6086,a4154,majority
6087,a4154,dissent3
6088,a4157,majority
6089,a4157,dissent1
6090,a4160,majority
6091,a4160,dissent1
6092,a4164,majority
6093,a4164,dissent1
6094,a4164,majority
6095,a4164,dissent2
6096,a4165,majority
6097,a4165,dissent1
6098,a4166,majority
6099,a4166,dissent1
6100,a4166,majority
6101,a4166,dissent2
6102,a4168,majority
6103,a4168,dissent1
6104,a4169,majority
6105,a4169,dissent1
6106,a4170,majority
6107,a4170,dissent1
6108,a4170,majority
6109,a4170,dissent2
6110,a4170,majority
6111,a4170,dissent3
6112,a4170,majority
6113,a4170,dissent4
6114,a4181,majority
6115,a4181,dissent1
6116,a4182,majority
6117,a4182,dissent1
6118,a4185,majority
6119,a4185,dissent1
6120,a4186,majority
6121,a4186,dissent1
6122,a4187,majority
6123,a4187,dissent1
6124,a4188,majority
6125,a4188,dissent1
6126,a4189,majority
6127,a4189,dissent1
6128,a4192,majority
6129,a4192,dissent1
6130,a4195,majority
6131,a4195,dissent1
6132,a4195,majority
6133,a4195,dissent2
6134,a4196,majority
6135,a4196,dissent1
6136,a4197,majority
6137,a4197,dissent1
6138,a4198,majority
6139,a4198,dissent1
6140,a4199,majority
6141,a4199,dissent1
6142,a4200,majority
6143,a4200,dissent1
6144,a4200,majority
6145,a4200,dissent2
6146,a4200,majority
6147,a4200,dissent3
6148,a4203,majority
6149,a4203,dissent1
6150,a4273,majority
6151,a4273,dissent1
6152,a4274,majority
6153,a4274,dissent1
6154,a4274,majority
6155,a4274,dissent2
6156,a4275,majority
6157,a4275,dissent1
6158,a4276,majority
6159,a4276,dissent1
6160,a4276,majority
6161,a4276,dissent2
6162,a4278,majority
6163,a4278,dissent1
6164,a4279,majority
6165,a4279,dissent1
6166,a4280,majority
6167,a4280,dissent1
6168,a4280,majority
6169,a4280,dissent2
6170,a4282,majority
6171,a4282,dissent1
6172,a4283,majority
6173,a4283,dissent1
6174,a4284,majority
6175,a4284,dissent1
6176,a4284,majority
6177,a4284,dissent2
6178,a4285,majority
6179,a4285,dissent1
6180,a4286,majority
6181,a4286,dissent1
6182,a4288,majority
6183,a4288,dissent1
6184,a4289,majority
6185,a4289,dissent1
6186,a4290,majority
6187,a4290,dissent1
6188,a4290,majority
6189,a4290,dissent2
6190,a4291,majority
6191,a4291,dissent1
6192,a4293,majority
6193,a4293,dissent1
6194,a4297,majority
6195,a4297,dissent1
6196,a4320,majority
6197,a4320,dissent1
6198,a4321,majority
6199,a4321,dissent1
6200,a4322,majority
6201,a4322,dissent1
6202,a4322,majority
6203,a4322,dissent2
6204,a4323,majority
6205,a4323,dissent1
6206,a4326,majority
6207,a4326,dissent1
6208,a4327,majority
6209,a4327,dissent1
6210,a4328,majority
6211,a4328,dissent1
6212,a4328,majority
6213,a4328,dissent2
6214,a4329,majority
6215,a4329,dissent1
6216,a4330,majority
6217,a4330,dissent1
6218,a4331,majority
6219,a4331,dissent1
6220,a4332,majority
6221,a4332,dissent1
6222,a4333,majority
6223,a4333,dissent1
6224,a4334,majority
6225,a4334,dissent1
6226,a4335,majority
6227,a4335,dissent1
6228,a4338,majority
6229,a4338,dissent1
6230,a4339,majority
6231,a4339,dissent1
6232,a4340,majority
6233,a4340,dissent1
6234,a4341,majority
6235,a4341,dissent1
6236,a4368,majority
6237,a4368,dissent1
6238,a4371,majority
6239,a4371,dissent1
6240,a4372,majority
6241,a4372,dissent1
6242,a4372,majority
6243,a4372,dissent2
6244,a4372,majority
6245,a4372,dissent3
6246,a4373,majority
6247,a4373,dissent1
6248,a4373,majority
6249,a4373,dissent2
6250,a4376,majority
6251,a4376,dissent1
6252,a4377,majority
6253,a4377,dissent1
6254,a4378,majority
6255,a4378,dissent1
6256,a4378,majority
6257,a4378,dissent2
6258,a4379,majority
6259,a4379,dissent1
6260,a4381,majority
6261,a4381,dissent1
6262,a4383,majority
6263,a4383,dissent1
6264,a4386,majority
6265,a4386,dissent1
6266,a4387,majority
6267,a4387,dissent1
6268,a4388,majority
6269,a4388,dissent1
6270,a4390,majority
6271,a4390,dissent1
6272,a4391,majority
6273,a4391,dissent1
6274,a4393,majority
6275,a4393,dissent1
6276,a4400,majority
6277,a4400,dissent1
6278,a4400,majority
6279,a4400,dissent2
6280,a4402,majority
6281,a4402,dissent1
6282,a4403,majority
6283,a4403,dissent1
6284,a4403,majority
6285,a4403,dissent2
6286,a4406,majority
6287,a4406,dissent1
6288,a4407,majority
6289,a4407,dissent1
6290,a4407,majority
6291,a4407,dissent2
6292,a4407,majority
6293,a4407,dissent3
6294,a4408,majority
6295,a4408,dissent1
6296,a4408,majority
6297,a4408,dissent2
6298,a4409,majority
6299,a4409,dissent1
6300,a4409,majority
6301,a4409,dissent2
6302,a4410,majority
6303,a4410,dissent1
6304,a4410,majority
6305,a4410,dissent2
6306,a4410,majority
6307,a4410,dissent3
6308,a4412,majority
6309,a4412,dissent1
6310,a4412,majority
6311,a4412,dissent2
6312,a4413,majority
6313,a4413,dissent1
6314,a4415,majority
6315,a4415,dissent1
6316,a4416,majority
6317,a4416,dissent1
6318,a4416,majority
6319,a4416,dissent2
6320,a4417,majority
